title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
International Cricket Captain 2008,PC,Sports,Empire Interactive,Empire Interactive,,0,,,0,0,2008-06-27
FIFA Soccer 2005,PC,Sports,EA Sports,EA Canada,,0,,,0,0,2004-10-12
WSC REAL 09: World Snooker Championship,PC,Sports,Deep Silver,Blade Interactive,,0,,,0,0,2009-04-03
Little League Baseball 2002,GBA,Sports,NewKidCo,Handheld Games,,0,0,,0,0,2002-05-27
High Heat Major League Baseball 2002,GBA,Sports,3DO,Mobius Entertainment,6,0,0,,0,0,2001-09-16
Pro Cycling Season 2009: Le Tour de France,PSP,Sports,Focus Home Interactive,Cyanide Studio,,0,,,0,0,2009-07-10
Rugby League Challenge,PSP,Sports,Fru Blu Games,Wicked Witch Software,,0,,,0,0,2009-09-10
Cricket Revolution,PC,Sports,Mindstorm Studios,Mindstorm Studios,,0,,,0,0,2009-10-30
Asterix at the Olympic Games,Wii,Sports,Atari,Etranges Libellules,,0,,,0,0,2008-02-29
Cabela's Outdoor Adventures (2009),PC,Sports,Activision,Activision,,0,0,,,0,2009-10-13
FIFA 07 Soccer,PC,Sports,EA Sports,EA Canada,8.4,0,,,0,0,2006-10-03
International Athletics,Wii,Sports,Ghostlight,The Code Monkeys,,0,,,0,0,2010-06-25
California Sports,Wii,Sports,Unknown,Destineer,,0,0,,,0,
ProStroke Golf: World Tour 2007,PC,Sports,SouthPeak Interactive,Oxygen Games,,0,,,0,0,2006-08-29
ProStroke Golf: World Tour 2007,PSP,Sports,SouthPeak Interactive,Oxygen Games,,0,,,0,0,2007-03-08
Stoked: Big Air Edition,PC,Sports,Namco Bandai,Bongfish GmbH,,0,,,0,0,2011-03-11
Harry Potter: Quidditch World Cup,PC,Sports,Electronic Arts,Electronic Arts,,0,,,0,0,2003-10-28
Nihon Yakyuu Kikou Shounin: Batting Revolution,Wii,Sports,Alpha Unit,Alpha Unit,,0,,0,,,2009-07-16
Imagine: Champion Rider 2009,PSP,Sports,Ubisoft,Phoenix Interactive,,0,,,0,0,2009-06-19
Football Manager Handheld,PSP,Sports,Sega,Sports Interactive,,0,,,0,0,2006-04-13
International Athletics,PSP,Sports,Ghostlight,The Code Monkeys,,0,,,0,0,2008-07-25
Rugby 08,PC,Sports,EA Sports,EA Canada,,0,,,0,0,2007-07-27
ProStroke Golf: World Tour 2007,XB,Sports,Oxygen Interactive,Gusto Games,,0,0,,0,0,2006-09-12
MLB SlugFest 20-04,GBA,Sports,Midway Games,Handheld Games,,0,0,,0,0,2003-03-18
Championship Manager 2007,PSP,Sports,Eidos Interactive,Beautiful Game Studios,,0,,,0,0,2007-03-16
PDC World Championship Darts 2009,DS,Sports,O-Games,Rebellion Developments,,0,,,0,0,2009-06-16
NFL Blitz 20-03,GBA,Sports,Midway Games,OutLook Entertainment,,0,0,,0,0,2002-08-12
Tiger Woods PGA Tour 07,PC,Sports,EA Sports,EA Redwood Shores,7.8,0,,,0,0,2006-10-10
Championship Manager 2008,PC,Sports,GamersGate,Beautiful Game Studios,,0,,,0,0,2007-11-06
Phil Taylor's Power Play Darts,DS,Sports,Unknown,Funbox Media,,0,,,0,0,2011-12-02
Real Madrid: The Game,Wii,Sports,Virgin Play,Virgin Play,,0,,,0,0,2009-04-03
Tim Stockdale's Riding Star,DS,Sports,DTP Entertainment,DTP Entertainment,,0,,,0,0,2008-09-26
Ford Racing Off Road,PC,Racing,Empire Interactive,Razorworks Studios,,0,,,0,0,2008-09-23
Gadget Racers,GBA,Racing,Conspiracy Entertainment,Takara,7,0,0,,0,0,2001-10-27
rFactor,PC,Racing,Image Space Incorporated,Image Space Inc.,,0,,,0,0,2005-08-31
Sonic Riders,PC,Racing,Sega,Sonic Team,,0,,,0,0,2006-11-17
Crash Time 4: The Syndicate,PC,Racing,DTP Entertainment,Synetic,,0,,,0,0,2010-12-23
Colin McRae Rally 2.0,PC,Racing,Codemasters,Codemasters,,0,,,0,0,2001-02-14
GT-R 400,PC,Racing,Midas Interactive Entertainment,Kuju Entertainment,,0,,,0,0,2006-11-17
RalliSport Challenge,PC,Racing,Microsoft Game Studios,Digital Illusions,,0,,,0,0,2002-11-06
SRS: Street Racing Syndicate,GBA,Racing,Namco,Raylight Studios,,0,0,,0,0,2005-10-04
Bigfoot: Collision Course,PC,Racing,Unknown,Destination Software,,0,,,0,0,
Ferrari: The Race Experience,PSN,Racing,Deep Silver,Eutechnyx,,0,,,0,0,2011-09-13
Colin McRae Rally 3,PC,Racing,Codemasters,Codemasters,,0,,,0,0,2003-06-13
TOCA Race Driver 2: Ultimate Racing Simulator,PC,Racing,Codemasters,Codemasters,,0,,,0,0,2004-04-15
18 Wheels of Steel: Convoy,PC,Racing,ValuSoft,SCS Software,,0,,,0,0,2005-09-01
Need for Speed: Hot Pursuit 2,PC,Racing,Electronic Arts,EA Black Box,6.7,0,,,0,0,2002-10-21
FlatOut 2,PC,Racing,Vivendi Games,Bugbear Entertainment,,0,,,0,0,2006-08-01
Stuntman Ignition,PSN,Racing,Unknown,Paradigm Entertainment,,0,,,0,0,
Crazy Frog Racer,DS,Racing,Mercury Games,Digital Jesters,,0,,,0,0,2006-11-03
The Italian Job,PC,Racing,SCi,Pixelogic,,0,,,0,0,2002-08-19
Inspector Gadget Racing,GBA,Racing,LSP Games,Bit Managers,,0,0,,0,0,2003-02-28
Juiced,PC,Racing,THQ,Juice Games,,0,,,0,0,2005-06-13
Driver: Parallel Lines,PC,Racing,Ubisoft,Reflections Interactive,,0,,,0,0,2007-06-26
4x4 Hummer,PC,Racing,Aspyr,1C Company / Avalon Style,,0,,,0,0,2009-06-15
Midtown Madness 2,PC,Racing,Microsoft,Angel Studios,,0,,,0,0,2000-09-21
My Horse & Me 2: Riding for Gold,X360,Sports,Atari,Tate Interactive,,0,,,0,0,2008-10-31
Rugby 2005,PC,Sports,Unknown,HB Studios Multimedia,,0,,,0,0,
Summer Challenge: Athletics Tournament,X360,Sports,PQube,DTP Entertainment,,0,,,0,0,2011-09-02
FIFA Soccer 06,PC,Sports,EA Sports,EA Canada,,0,,,0,0,2005-10-04
Subbuteo,DS,Sports,505 Games,Artematica,,0,,,0,0,2008-09-12
Get Up Games: Family Sports,Wii,Sports,O-Games,O Games,,0,,,0,0,2011-08-16
Rafa Nadal Tennis,DS,Sports,Codemasters,Virtual Toys,,0,,,0,0,2007-06-30
Backyard NFL Football 2007,GBA,Sports,Atari,Humongous Entertainment,,0,0,,0,0,2006-09-26
NBA 2K9,PC,Sports,2K Sports,Visual Concepts,8,0,,,0,0,2008-10-20
David Beckham Soccer,GBA,Sports,Majesco,Rage Software,3.1,0,0,,0,,2002-10-07
Pro Cycling Manager Season 2010: Le Tour de France,PC,Sports,Focus Home Interactive,Cyanide Studio,,0,,,0,,2010-07-09
Lucinda Green's Equestrian Challenge,PC,Sports,Red Mile Entertainment,2Wg,,0,,,0,0,2007-02-05
8Ball Allstars,DS,Sports,O-Games,The Code Monkeys,,0,,,0,,2010-08-24
FIFA Manager 11,PC,Sports,Electronic Arts,Electronic Arts,,0,,,0,0,2010-11-03
Pro Cycling Season 2010: Le Tour de France,PSP,Sports,Focus Home Interactive,Cyanide Studio,,0,,,0,0,2010-07-09
Disney Sports Snowboarding,GBA,Sports,Konami,Konami,5.1,0,0,,0,,2003-02-05
FIFA 2000: Major League Soccer,PC,Sports,EA Sports,EA Canada,,0,,,0,0,1999-09-30
Tony Hawk's American Wasteland,PC,Sports,Aspyr,Neversoft Entertainment,,0,,,0,0,2006-02-01
Gold's Gym: Dance Workout (JP sales),Wii,Sports,Unknown,Land Ho!,,0,,0,,,
Shawn Johnson Gymnastics,DS,Sports,Zoo Games,Artefacts Studio,,0,0,,,,2010-11-30
World Tennis Stars,GBA,Sports,AIA,Awesome Developments,,0,0,,0,0,2004-11-22
Tour de France 2011,PS3,Sports,Unknown,Cyanide Studio,6,0,,,0,,
King of Clubs,PSP,Sports,Oxygen Interactive,Oxygen Interactive,,0,,,0,0,2008-03-20
Football Manager Handheld 2007,PSP,Sports,Unknown,Sports Interactive,8.1,0,,,0,0,
Boarder Zone,PC,Sports,Infogrames,Housemarque,,0,,,0,0,2000-03-09
World Soccer Winning Eleven 9,PC,Sports,Konami,Konami Computer Entertainment Tokyo,,0,,,0,0,2006-04-28
King of Pool,Wii,Sports,Nordcurrent,Ivolgamus,,0,,,0,0,2009-06-05
Tony Hawk's Pro Skater 2,PC,Sports,Activision,Neversoft Entertainment,9,0,,,0,0,2000-10-31
Football Manager Handheld 2013,PSP,Sports,Sega,Sports Interactive,,0,,,0,0,2012-11-30
NASCAR '15,PS3,Sports,Deep Silver,Eutechnyx,,0,,,0,0,2015-05-22
Tony Hawk's Underground 2,PC,Sports,Activision,Neversoft Entertainment,8.5,0,,,0,0,2004-10-04
Shaun White Snowboarding,PC,Sports,Ubisoft,Ubisoft Montreal,,0,,,0,0,2008-12-03
Ford Bold Moves Street Racing,XB,Racing,Eidos Interactive,Razorworks Studios,,0,0,,0,0,2006-09-25
Crazy Taxi 3,PC,Racing,Unknown,Hitmaker,,0,,,0,0,2020-12-31
Evolution GT,PC,Racing,Black Bean Games,MileStone Inc.,,0,,,0,0,2006-05-26
F1 2002,PC,Racing,EA Sports,Image Space Inc.,,0,,,0,0,2002-06-13
FlatOut,PC,Racing,Empire Interactive,Bugbear Entertainment,,0,0,,0,,2005-07-12
LEGO Racers 2,PC,Racing,LEGO Media,Attention To Detail,,0,,,0,0,2001-10-04
LEGO Racers 2,GBA,Racing,LEGO Media,Pocket Studios,,0,0,,0,0,2001-11-27
Ferrari Challenge Trofeo Pirelli,PS3,Racing,Activision,Eutechnyx,,0,0,,0,,2008-08-26
Grand Trucker Aniki: Shigoto to Kenka to Koimoyou,DS,Racing,Genterprise,Rize Dragon,,0,,0,,,2009-10-22
Pure (JP sales),X360,Racing,Disney Interactive Studios,Black Rock Studio,7,0,,0,,,2009-06-25
World Racing 2,XB,Racing,Evolved Games,Synetic,,0,0,,0,0,2006-08-15
GTR 2: FIA GT Racing Game,PC,Racing,10TACLE Studios,SimBin,,0,,,0,0,2006-09-29
Vin Diesel: Wheelman,PC,Racing,Ubisoft,Tigon,6.5,0,,,0,0,2009-03-24
Driving Simulator,PC,Racing,Excalibur Publishing,Excalibur Publishing Limited,,0,,,0,,2010-02-26
World Racing 2,PC,Racing,Evolved Games,Synetic,,0,,,0,0,2006-08-14
The Simpsons: Hit & Run,PC,Racing,VU Games,Radical Entertainment,,0,,,0,0,2003-11-13
Shrek Smash n' Crash Racing,DS,Racing,Activision,Torus Games,,0,,,0,0,2007-03-09
Antz Extreme Racing,GBA,Racing,Empire Interactive,Magic Pockets,,0,0,,0,0,2002-11-20
Racing Team Manager,PC,Racing,Kalypso,Kalypso Media,,0,,,0,0,2008-07-04
Ford Bold Moves Street Racing,PS2,Racing,Eidos Interactive,Razorworks Studios,,0,0,,0,0,2006-09-26
Driv3r,PC,Racing,Atari,Reflections Interactive,,0,,,0,0,2005-03-15
Days of Thunder: NASCAR Edition,PS3,Racing,505 Games,Piranha Games,,0,0,,,0,2011-05-24
Cruis'n Velocity,GBA,Racing,Midway Games,Graphic State,5.3,0,0,,0,0,2001-11-30
WRC 4: FIA World Rally Championship,PSV,Racing,Bigben Interactive,Milestone S.r.l.,,0,,,0,0,2014-07-29
IGPX: Immortal Grand Prix,PS2,Racing,Namco Bandai,Namco Bandai Games,,0,0,,0,0,2006-09-12
Offroad Extreme! Special Edition,Wii,Racing,Conspiracy Entertainment,Data Design Interactive,,0,0,,0,0,2007-11-23
DT Carnage,Wii,Racing,Agetec,Axis Entertainment,,0,0,,,0,2009-07-28
Crash Time III,X360,Racing,Tradewest,Synetic,,0,,,0,0,2010-02-26
18 Wheels of Steel: Triple Pack,PC,Racing,Unknown,SCS Software,,0,,,0,0,2011-01-28
RC de GO!,PS,Racing,Acclaim Entertainment,Taito Corporation,,0,0,,0,0,2001-11-09
Sonic & All-Stars Racing Transformed,3DS,Racing,Sega,Sumo Digital,,0,,,0,0,2013-02-12
Pure (JP sales),PS3,Racing,Disney Interactive Studios,Black Rock Studio,7,0,,0,,,2009-06-25
Freestyle Street Soccer,XB,Sports,Acclaim Entertainment,Silicon Dreams,,0,0,,0,,2004-03-25
Skate Park City,PSP,Sports,Midas Interactive Entertainment,Zeroscale,,0,,,0,,2008-07-04
Tennis Masters,DS,Sports,System 3 Arcade Software,System 3 Software,,0,,,0,,2007-02-23
Top Spin 2,PC,Sports,2K Sports,Aspyr,6.8,0,,,0,,2007-06-13
TOCA Race Driver 3 Challenge,PSP,Racing,Codemasters,Codemasters,,0,,,0,0,2007-02-16
Monster 4X4: World Circuit,XB,Racing,Ubisoft,Ubisoft Montreal,,0,0,,0,0,2006-03-23
London Taxi: Rushour,Wii,Racing,Bold Games,Data Design Interactive,,0,0,,0,0,2008-02-12
Jungle Kartz,Wii,Racing,Nordic Games,Brain in a Jar,,0,,,0,0,2011-10-15
Last Half of Darkness: Tomb of Zojir,PC,Adventure,Tri Synergy,WRF Studios,,0,,,0,0,2009-07-15
Pri-Saga! Portable,PSP,Adventure,Abel,Abel Software,,0,,0,,,2009-10-29
Hayarigami DS: Toshidensetsu Kaii Jiken,DS,Adventure,Nippon Ichi Software,Nippon Ichi Software,,0,,0,,,2009-06-11
Hello Pocoyo!,DS,Adventure,Virgin Play,Zinkia Entertainment,,0,,,0,0,2008-11-27
Disney Princess: My Fairytale Adventure,Wii,Adventure,Disney Interactive Studios,High Impact Games,,0,,,0,0,2012-09-25
Starry Sky: Summer Stories,PSV,Adventure,honeybee,honeybee,,0,,0,,,2017-05-11
Nishimura Kyoutarou Travel Mystery: Akugyaku no Kisetsu - Tokyo - Nanki Shirahama Renzoku Satsujin Jiken,PSP,Adventure,Marvelous Interactive,Marvelous Interactive,,0,,0,,,2009-06-04
Azada,PC,Adventure,Encore,Big Fish Games,,0,,,0,0,2007-08-01
Kouenji Joshi Soccer 2: Koi wa Nebagiba Kouenji,DS,Adventure,Starfish,Starfish SD,,0,,0,,,2007-11-22
The Raven: Legacy of a Master Thief,PC,Adventure,KING Art Games,KING Art Games,,0,,,0,0,2014-01-01
Ephemeral: Fantasy on Dark,PSV,Adventure,Dramatic Create,Dramatic Create,,0,,0,,,2018-01-18
Ikamono Tantei: Ikatan,DS,Adventure,CyberFront,Edge WORKS,,0,,0,,,2008-11-13
Uwasa no Midori-Kun!! 2 Futari no Midori!?,DS,Adventure,Idea Factory,Idea Factory,,0,,0,,,2008-08-21
Azada: Ancient Magic,PC,Adventure,Encore,Big Fish Games,,0,,,0,0,2008-12-19
Sorayume Portable,PSP,Adventure,Takuyo,Takuyo,,0,,0,,,2009-05-28
Akogare Girls Collection: Suteki ni Nurse Days,DS,Adventure,Creative Core,Open Sesame,,0,,0,,,2009-08-06
Princess Ballerina: Yumemiru 4-Jin no Primadonna,DS,Adventure,Spike,Spike,,0,,0,,,2008-12-18
DreamWorks Madagascar 3: The Video Game,3DS,Adventure,D3Publisher,Torus Games Pty. Ltd.,,0,,,0,0,2012-06-05
Fushigi Yuugi DS,DS,Adventure,Idea Factory,Idea Factory,,0,,0,,,2009-06-25
Mystery P.I.: The New York Fortune,PC,Adventure,PopCap Games,SpinTop Games,,0,,,0,0,2009-01-14
Crimson Room Reverse,PSP,Adventure,Success,Takagism Inc.,,0,,0,,,2008-12-18
Danganronpa 1-2 Reload,PSV,Adventure,Spike Chunsoft,Spike Chunsoft,,0,,0,,,2017-05-18
Hidden Mysteries: Vampire Secrets,PC,Adventure,GameMill,Gunnar Games,,0,,,0,0,2010-08-20
Barrow Hill: Curse of the Ancient Circle,PC,Adventure,Got Game Entertainment,Shadow Tor Studios,,0,,,0,0,2006-08-25
SBK09 Superbike World Championship,PSP,Racing,Black Bean Games,Milestone,,0,,,0,0,2009-05-29
3D Pixel Racing,WW,Racing,Microforum,Microforum,,0,0,,,0,2011-08-09
18 Wheels of Steel: American Long Haul,PC,Racing,ValuSoft,SCS Software,,0,,,0,0,2007-12-03
Classic British Motor Racing,Wii,Racing,Bold Games,DDI,,0,0,,0,0,2007-10-26
Johnny no Dasshutsu Daisakusen,DS,Adventure,Success,Success,,0,,0,,,2008-08-28
Greed: Forbidden Experiments,PC,Adventure,GSP,Big Fish Games,,0,,,0,0,2017-06-30
Lost Grimoires: Stolen Kingdom,PC,Adventure,GSP,World-Loom,,0,,,0,0,2017-06-30
Flowers,PSP,Adventure,Prototype,Prototype,,0,,0,,,2014-10-09
RepKiss,PS4,Adventure,Entergram,Entergram,,0,,0,,,2017-04-13
My Little Pony Crystal Princess: Runaway Rainbow,GBA,Adventure,THQ,Webfoot Technologies,,0,0,,0,0,2006-09-13
Vampire Saga: Pandora's Box,PC,Adventure,Alawar Entertainment,"Alawar Entertainment, Inc.",,0,,,0,0,2009-09-11
HimeHibi: New Princess Days!! Zoku! Ni-Gakki,PS2,Adventure,Takuyo,Takuyo,,0,,0,,,2009-06-25
Hiiro no Kakera: Aizouban,PS2,Adventure,Idea Factory,Idea Factory,,0,,0,,,2009-10-01
Last Bullet,DS,Adventure,FuRyu Corporation,FuRyu Corporation,,0,,0,,,2009-04-23
Ninki Seiyuu no Tsukurikata,PSV,Adventure,Entergram,Entergram,,0,,0,,,2018-01-25
Hidden Expedition: The Uncharted Islands,PC,Adventure,Unknown,Activision,,0,,,0,0,
The Lost Crown: A Ghost-hunting Adventure,PC,Adventure,Got Game Entertainment,Darkling Room,,0,,,0,0,2008-03-03
Will O' Wisp Portable,PSP,Adventure,Idea Factory,Idea Factory,,0,,0,,,2009-03-26
Never7 〜the end of infinity〜,PSP,Adventure,CyberFront,KID Corporation,,0,,0,,,2009-03-12
Usotsuki Shangri-La,PSV,Adventure,Rejet,Rejet,,0,,0,,,2017-11-30
Kamen no Maid Guy: Boyoyon Battle Royale,PSP,Adventure,Gadget Soft,Gadget Soft,,0,,0,,,2009-02-26
Witches' Legacy: Threat of Darkness,PC,Adventure,Big Fish Games,Astragon,,0,,,0,0,2016-02-07
Iwaihime: Matsuri,PS4,Adventure,Nippon Ichi Software,Nippon Ichi Software,,0,,0,,,2017-09-07
Kazeiro Surf,PS2,Adventure,Russel,Russel,,0,,0,,,2009-05-28
Pimp My Ride,PSP,Racing,Activision,Eutechnyx,,0,0,,0,0,2007-04-03
Super Sonic Racer,Wii,Racing,Zoo Games,Zoo Games,,0,0,,,0,2011-05-17
Cars 2,PC,Racing,Disney Interactive Studios,Avalanche Software,,0,0,,,0,2011-06-21
Micro Machines: World Series,PC,Racing,Codemasters,Codemasters,,0,,,0,0,2017-06-30
Kimokawae!,DS,Adventure,5pb,5pb. Inc.,,0,,0,,,2009-03-05
CSI: NY - The Game,PC,Adventure,Ubisoft,Legacy Interactive,,0,,,0,0,2008-11-18
12Riven: The Psi-Climinal of Integral,PSP,Adventure,CyberFront,KID Corporation,,0,,0,,,2009-04-16
Solfege: Sweet Harmony,PSP,Adventure,GungHo,GungHo Works,,0,,0,,,2008-12-18
King's Quest Collection,PC,Adventure,Vivendi Games,Sierra Entertainment,,0,,,0,0,2006-09-15
Island,PS4,Adventure,Prototype,Prototype,,0,,0,,,2018-06-28
Agatha Christie: Murder on the Orient Express,PC,Adventure,The Adventure Company,AWE Games,,0,,,0,0,2006-11-21
Hachi-One Diver DS,DS,Adventure,SilverStar,SilverStar Japan,,0,,0,,,2009-03-26
F1 Grand Prix,PSP,Racing,Sony Computer Entertainment,Traveller's Tales,6,0,,,0,0,2005-09-01
Superstars V8 Next Challenge,PS3,Racing,Deep Silver,Milestone S.r.l.,,0,,,0,0,2011-01-25
XS Moto,GBA,Racing,XS Games,DC Studios,,0,0,,0,0,2004-06-13
Spy Hunter,GBA,Racing,Midway Games,Midway Games,,0,0,,0,0,2002-05-19
Pia Carrot e Youkoso!! G.P. Gakuen Princess Portable,PSP,Adventure,GN Software,HuneX,,0,,0,,,2009-06-25
Owaru Sekai to Birthday,PSV,Adventure,Entergram,Entergram,,0,,0,,,2017-05-11
Beniiro Tenjou Ayakashi Kitan Futaai,PSV,Adventure,Dramatic Create,Dramatic Create,,0,,0,,,2018-11-29
Yotsunoha: A Journey of Sincerity,PS2,Adventure,Gadget Soft,Gadget Soft,,0,,0,,,2008-08-28
Another World: 15th Anniversary Edition,PC,Adventure,Lexicon Entertainment,Elektro Games,,0,,,0,0,2006-01-01
L2: Love x Loop,PS2,Adventure,Idea Factory,Idea Factory,,0,,0,,,2009-08-20
Yumemi Hakusho: Second Dream,PS2,Adventure,Princess Soft,Princess Soft,,0,,0,,,2008-10-30
Duke Nukem Trilogy: Critical Mass,PSP,Shooter,Unknown,FrontLine Studios,,0,0,,,0,
Hakushaku to Yousei: Yume to Kizuna ni Omoi Hasete,PS2,Adventure,5pb,Genterprise,,0,,0,,,2009-04-30
True Fortune,PS2,Adventure,Enterbrain,Enterbrain,,0,,0,,,2008-09-25
The Godfather II,PC,Adventure,Electronic Arts,EA Redwood Shores,,0,,,0,0,2009-04-07
Will O' Wisp: Easter no Kiseki,PS2,Adventure,Idea Factory,Idea Factory,,0,,0,,,2008-10-09
Back to the Future: The Game,PC,Adventure,Telltale Games,Telltale Games,8.1,0,,,0,0,2010-12-23
Desire: Remaster Version,PSV,Adventure,El Dia,El Dia,,0,,0,,,2017-04-27
Dynamic Chord feat. Kyohso: V Edition,PSV,Adventure,honeybee,Unknown,,0,,0,,,2017-03-30
The Mystery Collection,PC,Adventure,Activision,"Infocom, Inc.",,0,,,0,0,1995-01-01
Sengoku Hime 4: Souha Hyakkei Hanamamoru Chikai,PSV,Adventure,SystemSoft Alpha,Unicorn-A,,0,,0,,,2014-06-19
Never Tales: Legends,PC,Adventure,Astragon,Big Fish Games,,0,,,0,0,2016-05-11
Sherlock Holmes: Nemesis,PC,Adventure,DreamCatcher Interactive,Frogwares,,0,,,0,0,2008-04-14
Myst III: Exile,PC,Adventure,Ubisoft,Presto Studios,,0,,,0,0,2001-05-08
Tsuihou Senkyo,PS4,Adventure,Nippon Ichi Software,Nippon Ichi Software,,0,,0,,,2017-04-27
Nekketsu Inou Bukatsu: Trigger Kiss,PSV,Adventure,Idea Factory,Idea Factory,,0,,0,,,2014-10-02
Alice in Wonderland,PC,Adventure,Disney Interactive Studios,Etranges Libellules,,0,,,0,0,2010-03-02
CSI: 3 Dimensions of Murder,PC,Adventure,Ubisoft,Telltale Games,,0,,,0,0,2006-03-14
Shinkyouku Soukai Polyphonica: The Black ~Episode 1&2 CS Edition~,PS2,Adventure,Prototype,Visual Arts,,0,,0,,,2009-01-15
Simple DS Series Vol. 48: The Saibanin: 1-tsu no Shinjitsu 6-tsu no Kotae,DS,Adventure,D3 Publisher,WitchCraft,,0,,0,,,2009-05-21
Edogawa Ranpo no Kaijin Nijuu Mensou DS,DS,Adventure,Takara Tomy,Takara Tomy,,0,,0,,,2008-12-18
Horrible Histories: Ruthless Romans,Wii,Adventure,Graffiti,Virtual Identity,,0,0,,0,0,2010-04-27
Remember11 〜 the age of infinity 〜,PSP,Adventure,CyberFront,KID Corporation,,0,,0,,,2009-04-16
Awakening: The Goblin Kingdom,PC,Adventure,Big Fish Games,Boomzap,,0,,,0,0,2011-08-25
Crank In,PSV,Adventure,Petit Reve,Petit Reve,,0,,0,,,2017-08-31
Hanayoi Romanesque: Ai to Kanashimi,PS2,Adventure,Marvelous Interactive,Marvelous Interactive,,0,,0,,,2008-05-29
"Warhammer 40,000: Eternal Crusade",PC,Shooter,Behaviour Interactive,Behaviour Interactive Inc.,,0,,,0,0,2017-03-16
Vietcong 2,PC,Shooter,2K Games,Pterodon,,0,,,0,0,2005-10-24
Brothers In Arms: Road to Hill 30,PC,Shooter,Ubisoft,Gearbox Software,,0,,,0,0,2005-03-15
Delta Force 2,PC,Shooter,NovaLogic,NovaLogic,,0,,,0,0,1999-10-31
Warpath,XB,Shooter,Groove Games,Digital Extremes,,0,0,,0,0,2006-07-24
Battlefield: Bad Company 2 Ultimate Edition,PS3,Shooter,Electronic Arts,EA Digital Illusions CE,,0,,,0,0,2010-08-31
NecroVisioN: Lost Company,PC,Shooter,1C Company,Farm 51,,0,,,0,0,2010-02-19
Tom Clancy's Rainbow Six: Patriots,PS3,Shooter,Ubisoft,Ubisoft,,0,,,0,0,2014-01-01
Alpha Prime,PC,Shooter,Meridian4,Black Element,,0,,,0,0,2007-11-08
Team Fortress 2,PC,Shooter,Valve,Valve Corporation,9.2,0,,,0,0,2008-04-08
Clive Barker's Undying,PC,Shooter,Electronic Arts,DreamWorks Interactive,,0,,,0,0,2001-02-21
Castle of Shikigami III (JP sales),Wii,Shooter,Arc System Works,Arc System Works,,0,,0,,,2007-12-13
Army Men: Turf Wars,GBA,Shooter,3DO,3DO,,0,0,,0,0,2002-09-29
Star Trek Voyager: Elite Force,PC,Shooter,Activision,Raven Software,,0,,,0,0,2000-09-20
The Operative: No One Lives Forever,PC,Shooter,Fox Interactive,Monolith Productions,8.9,0,,,0,0,2000-11-09
Cryostasis: Sleep of Reason,PC,Shooter,Aspyr,Action Forms Ltd.,7,0,,,0,0,2009-04-24
Classified: The Sentinel Crisis,XB,Shooter,Global Star Software,Torus Games,,0,0,,0,0,2006-04-14
Medal of Honor: Allied Assault,PC,Shooter,Electronic Arts,"2015, Inc.",9.3,0,,,0,0,2002-01-20
Medal of Honor: Pacific Assault,PC,Shooter,Electronic Arts,Dreamworks Games,,0,,,0,0,2004-11-04
Mercenaries 2: World in Flames,PC,Shooter,Electronic Arts,Pandemic Studios,6,0,,,0,0,2008-09-03
Shooter: Space Shot,PS,Shooter,Agetec,C.I.I.,,0,0,,0,0,2001-01-01
007 Legends,PC,Shooter,Activision,Eurocom,,0,,,0,0,2012-11-02
Strikers 1945 Plus Portable,PSP,Shooter,Arc System Works,Psikyo / X-Nauts,,0,,0,,,2009-08-06
XIII,PC,Shooter,Ubisoft,Ubisoft Paris,,0,,,0,0,2003-11-18
Blacksite: Area 51,PC,Shooter,Midway Games,Midway Studios Austin,,0,,,0,0,2007-11-12
WinBack 2: Project Poseidon,XB,Shooter,KOEI,Cavia Inc.,,0,0,,0,0,2006-04-25
Rogue Warrior,PC,Shooter,Bethesda Softworks,Rebellion Developments,,0,,,0,0,2009-12-01
Game Tengoku: CruisinMix,PS4,Shooter,Chara-ani,Chara-ani,,0,,0,,,2017-11-30
Hitman: Contracts,PC,Shooter,Eidos Interactive,IO Interactive,,0,,,0,0,2004-04-20
Star Wars Jedi Knight II: Jedi Outcast,PC,Shooter,LucasArts,Raven Software,9,0,,,0,0,2002-03-26
Wii de Asobu: Metroid Prime 2: Dark Echoes,Wii,Shooter,Unknown,Retro Studios,,0,,0,,,
