title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Pac-Man and the Ghostly Adventures,3DS,Platform,Namco Bandai Games,Inti Creates,,0,,0,,,2013-11-05
Fallout: New Vegas Ultimate Edition,PS3,Role-Playing,Bethesda Softworks,Obsidian Entertainment,,0,0,,,0,2012-02-07
Star Wolves,PC,Role-Playing,1C Company,X-Bow Software,,0,,,0,,2005-03-04
Aion: Tower of Eternity,PC,Role-Playing,NCSoft,NCsoft,7.4,0,,,0,0,2009-09-22
Summoner,PC,Role-Playing,THQ,Volition Inc.,,0,,,0,0,2001-03-19
Legacy of Ys: Books I & II,DS,Role-Playing,Atlus,Interchannel Inc.,,0,0,,,,2009-02-24
Arcania: Gothic 4,PS3,Role-Playing,JoWood Productions,Spellbound Entertainment AG,,0,,,0,0,2013-08-13
Grandia II,PC,Role-Playing,Ubisoft,Game Arts,7.7,0,,,0,,2002-03-10
Freedom Force,PC,Role-Playing,Crave Entertainment,Irrational Games,9.1,0,,,0,,2002-03-24
Net Ghost Pipopa: Pipopa DS @ Daibouken!!!,DS,Role-Playing,Dimple Entertainment,Dimple Entertainment,,0,,0,,,2009-02-26
Return to Krondor,PC,Role-Playing,Sierra Entertainment,PyroTechnix,,0,,,0,0,1998-11-30
Time of Shadows,PC,Role-Playing,Take-Two Interactive,SkyFallen Entertainment,,0,,,0,0,2009-09-08
Fallout: New Vegas Ultimate Edition,X360,Role-Playing,Bethesda Softworks,Obsidian Entertainment,,0,0,,,0,2012-02-07
Titan Quest: Immortal Throne,PC,Role-Playing,THQ,Iron Lore,8.3,0,,,0,0,2007-03-05
Star Wars Galaxies: Jump to Lightspeed,PC,Role-Playing,LucasArts,Sony Online Entertainment,,0,,,0,0,2004-10-26
Lords of Xulima,PC,Role-Playing,Numantian Games,Numantian Games,,0,,,0,0,2014-11-14
Gothic 3: Forsaken Gods,PC,Role-Playing,JoWood Productions,Trine Games,4.4,0,,,0,0,2008-11-20
Space Siege,PC,Role-Playing,Sega,Gas Powered Games,4,0,,,0,0,2008-08-12
Arcanum: Of Steamworks and Magick Obscura,PC,Role-Playing,Sierra Entertainment,Troika Games,,0,0,,,0,2001-08-22
Dungeon Siege: Legends of Aranna,PC,Role-Playing,Microsoft Game Studios,Gas Powered Games,,0,,,0,0,2003-11-11
Paper Mario,VC,Role-Playing,Nintendo,Intelligent Systems,9,0,,,0,0,2007-07-16
Wizardry 8,PC,Role-Playing,Sirtech,"Sir-tech Software, Inc.",,0,,,0,0,2001-11-14
Dawn of Magic,PC,Role-Playing,Atari,Sky Fallen / 1C,,0,,,0,0,2007-10-23
System Shock 2,PC,Role-Playing,Electronic Arts,Irrational Games / Looking Glass Studios,8.9,0,,,0,0,1999-08-11
Heroes of Might and Magic V: Tribes of the East,PC,Role-Playing,Unknown,Nival Interactive,,0,,,0,0,2007-10-18
The Elder Scrolls III: Morrowind,PC,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.7,0,,,0,0,2002-05-01
Dungeons & Dragons: Daggerdale,PC,Role-Playing,Atari,Bedlam Games,6,0,,,0,0,2011-05-25
The Elder Scrolls IV: Oblivion - Game of the Year Edition,X360,Role-Playing,2K Games,Bethesda Softworks,8.5,0,,,0,0,2007-09-10
Divine Divinity,PC,Role-Playing,CDV Software Entertainment,Larian Studios,,0,,,0,0,2002-09-22
Beyond Divinity,PC,Role-Playing,Hip Interactive,Larian Studios,,0,,,0,0,2004-04-28
Hottarake no Shima: Kanata to Nijiiro no Kagami,DS,Role-Playing,Namco Bandai,Bandai Namco Games,,0,,0,,,2009-08-06
Nox,PC,Role-Playing,Electronic Arts,Westwood Studios,,0,,,0,0,2000-01-31
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,PC,Role-Playing,Bethesda Softworks,Bethesda Softworks,,0,,,0,0,2009-05-26
Phantasy Star Universe,PC,Role-Playing,Sega,Sonic Team,6.4,0,,,0,0,2006-10-24
City of Villains,PC,Role-Playing,NCSoft,Cryptic Studios,,0,,,0,0,2005-10-31
Age of Pirates: Caribbean Tales,PC,Role-Playing,Playlogic Game Factory,Akella,,0,,,0,0,2006-09-12
Street Fighter 30th Anniversary Collection,PC,Fighting,Capcom,Capcom,,0,,,0,0,2018-05-29
WWE Raw,PC,Fighting,THQ,THQ,,0,,,0,0,2002-10-14
Ben 10 Omniverse 2,PS3,Fighting,D3 Publisher,High Voltage Software,,0,0,,,0,2013-11-05
Super Smash Bros.,VC,Fighting,Nintendo,HAL Laboratory,,0,,,0,,2009-12-21
Undercover: Dual Motives,DS,Adventure,Unknown,Sproing Interactive Media,,0,,,0,0,
Darkstone,PC,Role-Playing,Gathering of Developers,Delphine Software International,7.5,0,,,0,,1999-07-13
Enclave: Shadows of Twilight,Wii,Role-Playing,TopWare,Village1 Entertainment,,0,,,0,,2011-04-27
Throne of Darkness,PC,Role-Playing,Sierra Entertainment,Click Entertainment,,0,,,0,,2001-09-24
Anachronox,PC,Role-Playing,Eidos Interactive,Ion Storm Inc.,,0,,,0,,2001-06-25
Freedom Force vs The 3rd Reich,PC,Role-Playing,Sierra Entertainment,Irrational Games,,0,,,0,,2005-03-08
The Elder Scrolls IV: Oblivion - Game of the Year Edition,PS3,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.5,0,,,0,0,2007-10-16
Star Wars Galaxies: The Total Experience,PC,Role-Playing,LucasArts,Sony Online Entertainment,,0,,,0,,2005-05-25
Arx Fatalis,PC,Role-Playing,JoWood Productions,Arkane Studios,,0,,,0,0,2002-11-11
LEGO Ninjago Nindroids,PSV,Action-Adventure,Warner Bros. Interactive Entertainment,Hellbent Games,,0,,,0,0,2014-07-29
Harry Potter for Kinect,X360,Action-Adventure,Warner Bros. Interactive Entertainment,Eurocom,,0,,,0,0,2009-10-09
Assassin's Creed Chronicles: China,PC,Action-Adventure,Ubisoft,Climax Studios,,0,,,0,0,2015-04-21
Rise of the Guardians: The Video Game,DS,Action-Adventure,D3Publisher,Torus Games Pty. Ltd.,,0,,,0,,2012-11-20
The Amazing Spider-Man (2012),PSV,Action-Adventure,Activision,Beenox,,0,,,0,0,2013-11-19
The Amazing Spider-Man (2012),PC,Action-Adventure,Activision,Beenox,,0,0,,,0,2012-08-10
Resident Evil Zero,PS3,Action-Adventure,Capcom,Capcom,,0,,,0,0,2016-01-19
Mage Knight: Apocalypse,PC,Role-Playing,Namco Bandai,InterServ International,,0,,,0,0,2006-09-26
Izuna: Legend of the Unemployed Ninja,DS,Role-Playing,Atlus,Ninja Studio,6.4,0,,,0,,2007-02-20
Final Fantasy XI: Online,PC,Role-Playing,Square Enix,Square Enix,8.2,0,,,0,,2004-09-21
Tir Na Nog Yuukyuu no Jin,PS2,Role-Playing,System Soft,System Soft,,0,,0,,,2009-04-29
Chocobo to Mahou no Ehon: Special Package,DS,Role-Playing,Square Enix,High Horse Entertainment,,0,,0,,,2008-12-11
Souhashiki Gadget Robo,DS,Role-Playing,Creative Core,Creative Core,,0,,0,,,2008-12-11
Deus Ex Complete,PC,Role-Playing,Mastertronic,Ion Storm Inc.,,0,,,0,0,2009-06-26
Elminage DS Remix: Yami no Fuo to Kamigami no Yubiwa,DS,Role-Playing,Starfish,Starfish SD,,0,,0,,,2008-11-13
Steal Princess (JP sales),DS,Role-Playing,Atlus,Climax Entertainment,,0,,0,,,2009-05-19
Downtown Secrets,PC,Adventure,Mastertronic,Big Fish Games,,0,,,0,0,2012-03-16
Keepsake,PC,Adventure,The Adventure Company,Wicked Studios,,0,,,0,0,2006-03-31
The Crown of Midas,Wii,Adventure,Unknown,Funbox Media,,0,,,0,0,2011-11-04
Sam & Max Hit the Road,PC,Adventure,LucasArts,LucasArts,9,0,,,0,,1993-01-01
Urban Yeti,GBA,Adventure,Telegames,Cave Barn,,0,0,,0,,2002-08-16
Sherlock Holmes: The Awakened,PC,Adventure,Focus Home Interactive,Frogwares,6,0,,,0,,2007-03-01
Naruto Shippuden: Ultimate Ninja Storm 4,PC,Fighting,Namco Bandai Games,CyberConnect2,,0,,,0,0,2016-02-05
ADK Tamashii,PS2,Fighting,SNK Playmore,SNK Playmore Corporation,,0,,0,,,2008-12-18
Bionic Commando,PC,Adventure,Capcom,GRIN,,0,,,0,0,2009-07-28
Messiah,PC,Adventure,Interplay,Shiny Entertainment,,0,,,0,,2000-03-31
Fierce Tales: Marcus' Memory,PC,Adventure,Big Fish Games,Big Fish Games,,0,,,0,0,2014-02-03
The Waterhorse: Legend of the Deep,DS,Adventure,Blast! Entertainment Ltd,Atomic Planet Entertainment,,0,,,0,0,2008-04-25
Simon the Sorcerer 3D,PC,Adventure,Adventure Soft,Headfirst Productions,,0,,,0,,2002-04-13
Atlantis Evolution,PC,Adventure,The Adventure Company,Atlantis Interactive Entertainment,,0,,,0,0,2004-10-17
Escape The Museum,PC,Adventure,Unknown,Gogii Games,,0,,,0,0,2008-04-29
Love Once,PSP,Adventure,Unknown,Maid meets Cat,,0,,0,,,2010-09-30
Fairyland Melody Magic,DS,Adventure,Ubisoft,Ubisoft Shanghai,,0,,,0,0,2009-11-10
Beyond Good & Evil,PC,Adventure,Ubisoft,Ubisoft Montpellier,,0,,,0,,2003-11-19
Horrid Henry: Missions of Mischief,PC,Adventure,SouthPeak Interactive,Asylum Entertainment,,0,,,0,0,2010-08-31
Second Sight,PC,Adventure,Codemasters,Free Radical Design,7,0,,,0,,2005-02-18
Dexter's Lab / Powerpuff Girls Bundle,GBA,Adventure,BAM! Entertainment,Virtucraft / Sennari Interactive,,0,0,,0,,2003-05-22
Samantha Swift and the Golden Touch,PC,Adventure,Mumbo Jumbo,MumboJumbo,,0,,,0,0,2009-04-29
Emma in the Mountains,DS,Adventure,Aspyr,Nobilis,,0,0,,,,2008-11-24
Women's Murder Club: Death in Scarlet,PC,Adventure,Elephant Entertainment,Oberon Media,,0,,,0,0,2008-04-03
Metropolis Crimes,DS,Adventure,Ubisoft,Lexis Numerique,,0,,,0,0,2009-10-01
Samantha Swift and the Hidden Roses of Athena,PC,Adventure,Mumbo Jumbo,MumboJumbo,,0,,,0,0,2008-10-08
Jolly Rover,PC,Adventure,Unknown,Brawsome,,0,,,0,0,2010-06-07
Overclocked: A History of Violence,PC,Adventure,Lighthouse Interactive,House of Tales,,0,,,0,0,2008-04-07
Titanic: Adventure out of Time,PC,Adventure,GTE Entertainment,Cyberflix,,0,,,0,0,1996-10-31
Gone Home,PC,Adventure,The Fullbright Company,The Fullbright Company,9.1,0,,,0,0,2013-08-15
Runaway: The Dream of the Turtle,Wii,Adventure,Focus Home Interactive,93 Games Studio,,0,,,0,0,2009-11-29
Victorious: Taking the Lead,Wii,Adventure,D3Publisher,High Voltage Software,,0,,,0,,2012-11-13
Penumbra: Overture,PC,Adventure,Got Game Entertainment,Frictional Games,6.9,0,,,0,0,2007-05-08
Shadow of Destiny,PC,Adventure,Konami,Runecraft,,0,,,0,0,2002-07-22
Obscure,PC,Adventure,DreamCatcher Interactive,Hydravision Entertainment,,0,,,0,0,2005-04-06
Yamamura Misa Suspense: Kyoto Kuramayama Shou Satsujin Jiken,PSP,Adventure,Marvelous Interactive,Marvelous Interactive,,0,,0,,,2009-09-03
Runaway: The Dream of the Turtle,DS,Adventure,Focus Home Interactive,Cyanide,,0,,,0,0,2007-11-14
Broken Sword: The Sleeping Dragon,PC,Adventure,The Adventure Company,Revolution Software,,0,,,0,0,2003-11-17
Adam's Venture Episode 1: The Search For The Lost Garden,PC,Adventure,Iceberg Interactive,Vertigo Gaming Inc.,,0,,,0,0,2009-10-02
Routes Portable,PSP,Adventure,Aquaplus,Aquaplus,,0,,0,,,2007-01-25
MotoGP 18,PC,Racing,Milestone S.r.l.,Milestone S.r.l,,0,,,0,0,2018-03-31
18 Wheels of Steel: Haulin',PC,Racing,ValuSoft,SCS Software,,0,,,0,,2006-12-08
Disney Sports Motocross,GBA,Racing,Konami,Konami,5.2,0,0,,,,2003-03-31
Osouji Sentai Clean Keeper H,PS2,Adventure,Idea Factory,Lupinus,,0,,0,,,2009-10-01
Up,PC,Adventure,THQ,THQ,,0,,,0,0,2009-05-26
Kemeko Deluxe! DS: Yome to Meka to Otoko to Onna,DS,Adventure,5pb,Suzak,,0,,0,,,2009-02-26
Pogo Island,DS,Adventure,Electronic Arts,Electronic Arts,,0,,,0,0,2007-03-26
Dead Reefs,PC,Adventure,The Adventure Company,Streko-Graphics Inc.,,0,,,0,,2007-07-03
Marvel vs. Capcom: Infinite,PC,Fighting,Capcom,Capcom,,0,,,0,0,2017-09-19
Spinout,PSP,Racing,Ghostlight,Icon Games,,0,,,0,0,2008-03-20
TrackMania,PC,Racing,Enlight,Nadeo,,0,,,0,0,2004-07-08
Top Gear GT Championship,GBA,Racing,Kemco,Kemco,,0,0,,0,0,2001-07-09
Rayman Arena,PC,Racing,Ubisoft,Ubisoft,5.1,0,,,0,,2002-09-24
Superstars V8 Next Challenge,PC,Racing,Deep Silver,Milestone S.r.l.,,0,0,,,0,2011-01-25
Superstars V8 Racing,PC,Racing,Black Bean Games,Milestone S.r.l,,0,,,0,0,2009-06-26
Hard Truck 2,PC,Racing,ValuSoft,ValuSoft,,0,,,0,,2001-12-31
Dual Blades,GBA,Fighting,Metro 3D,Metro3D,6,0,0,,0,0,2002-10-07
Ready 2 Rumble Boxing: Round 2,GBA,Fighting,Midway Games,Midway Games,4.8,0,0,,0,0,2001-05-30
Value Pack: Street Fighter Zero 3 Double Upper / Vampire Chronicle: The Chaos Tower,PSP,Fighting,Capcom,Capcom,,0,,0,,,2009-01-29
Dragon Ball: Evolution (jp sales),PSP,Fighting,Namco Bandai,Dimps Corporation,,0,,0,,,2009-04-08
Hajime no Ippo: The Fighting! DS,DS,Fighting,D3 Publisher,ESP Software,,0,,0,,,2008-12-04
Mortal Kombat Advance,GBA,Fighting,Midway Games,Virtucraft,,0,0,,0,0,2001-12-12
Ben 10 Omniverse 2,Wii,Fighting,D3 Publisher,High Voltage Software,,0,0,,0,0,2013-11-05
Ben 10 Omniverse 2,WiiU,Fighting,D3 Publisher,High Voltage Software,,0,0,,,0,2013-11-05
HimeHibi: New Princess Days!! Zoku! Ni-Gakki Portable,PSP,Adventure,Takuyo,Takuyo,,0,,0,,,2010-02-25
Jade Rousseau,PC,Adventure,Phenomedia,DECK13 Interactive,,0,,,0,0,2011-05-11
Tago Akira no Atama no Taisou Dai-3-Shuu: Fushigi no Kuni no Nazotoki Otogibanashi,DS,Adventure,Level 5,Level 5,,0,,0,,,2009-10-08
Broken Sword: The Serpent's Curse,PC,Adventure,Revolution Software,Revolution Software,,0,,,0,0,2014-06-20
Agatha Christie: And Then There Were None,PC,Adventure,The Adventure Company,AWE Games,,0,,,0,0,2005-10-30
Art of Murder: FBI Confidential,PC,Adventure,City Interactive,City Interactive,,0,,,0,0,2008-07-29
Return to Mysterious Island,PC,Adventure,The Adventure Company,Kheops Studio,,0,,,0,0,2004-11-02
Princess Isabella: A Witch's Curse,PC,Adventure,Unknown,Gogii Games,,0,,,0,0,2009-08-24
Arthur and the Invisibles,PSP,Adventure,Atari,Etranges Libellules,,0,,,0,0,2007-02-16
The Book of Unwritten Tales 2,PC,Adventure,Nordic Games,KING Art Games,,0,,,0,0,2014-09-04
Discworld Noir,PC,Adventure,GT Interactive,Perfect Entertainment,,0,,,0,,1999-01-01
Nancy Drew: Danger By Design,PC,Adventure,Her Interactive,Her Interactive,,0,,,0,0,2006-07-11
The Thing,PC,Adventure,VU Games,Computer Artworks,,0,,,0,0,2002-08-20
Piyo-Tan: Oyashiki Sennyuu Daisakusen!,PS2,Adventure,Prototype,Visual Arts,,0,,0,,,2008-08-28
Naraba's World: The Mysterious Palace,DS,Adventure,Mentor Interactive,Mentor Interactive,,0,0,,,0,2012-05-07
The Golden Compass,PC,Adventure,Sega,Shiny Entertainment,,0,,,0,,2007-12-14
Leisure Suit Larry: Magna Cum Laude,PC,Adventure,VU Games,High Voltage Software,,0,,,0,0,2004-10-05
Death to Spies,PC,Adventure,Atari,Haggard Games,,0,,,0,0,2007-10-16
Hollywood Files: Deadly Intrigues,DS,Adventure,Unknown,Foreign Media Games,,0,0,,0,0,2011-06-14
Prince of Persia: Warrior Within,PC,Adventure,Ubisoft,Ubisoft Montreal,,0,,,0,0,2004-11-30
Barbie as The Island Princess,PC,Adventure,Activision,Human Soft / Ivolgamus,,0,,,0,0,2007-10-30
Alone in the Dark: The New Nightmare,PC,Adventure,Infogrames,Spiral House,,0,,,0,0,2001-06-25
CSI: Dark Motives,PC,Adventure,Ubisoft,369 Interactive,,0,,,0,0,2004-03-23
The Curse of Monkey Island,PC,Adventure,LucasArts,LucasArts,,0,,,0,0,1997-10-31
Dora the Explorer Double Pak,GBA,Adventure,Global Star Software,CineGroupe / ImaginEngine,,0,0,,0,0,2007-02-05
Secrets of the Vatican: The Holy Lance,PC,Adventure,Mastertronic,Mastertronic,,0,,,0,0,2009-11-06
Keiki J.B. Harold Jikenbo: Manhattan Requiem & Kiss of Murder,DS,Adventure,fonfun,althi Inc.,,0,,0,,,2008-11-27
Dark Fall: The Journal,PC,Adventure,The Adventure Company,XXV Productions,,0,,,0,0,2003-07-25
Discworld,PC,Adventure,Psygnosis,Perfect Entertainment,,0,,,0,0,1995-01-01
Drawn to Life (JP sales),DS,Adventure,THQ,5TH Cell,,0,,0,,,2007-09-10
Paradise,PC,Adventure,Ubisoft,White Birds Productions,,0,,,0,0,2006-05-03
Oddly Enough: Pied Piper,PC,Adventure,Alawar Entertainment,"Alawar Entertainment, Inc.",,0,,,0,0,2011-11-06
From Dust,PC,Adventure,Ubisoft,Ubisoft Montpellier,8.2,0,0,,,0,2011-08-17
Memories Off 6: T-Wave,X360,Adventure,5pb,5pb. Games,,0,,0,,,2009-08-27
Tonari ni Kanojo no Iru Shiawase: Winter Guest,PS4,Adventure,Entergram,Entergram,,0,,0,,,2018-06-28
Hitsuji Kunnara Kiss Shite Ageru *,PSP,Adventure,CyberFront,CyberFront,,0,,0,,,2009-03-19
Adventure Time: The Secret of the Nameless Kingdom,PS3,Adventure,Little Orbit,WayForward Technologies,,0,0,,,0,2014-10-18
Until Dawn,PS3,Adventure,Sony Computer Entertainment America,Supermassive Games Ltd.,,0,,,0,0,2014-01-01
Diabolik: The Original Sin,DS,Adventure,Black Bean Games,Artematica Entertainment,,0,,,0,0,2009-06-26
Another Time Another Leaf: Kagami no Naka no Tantei,DS,Adventure,Arc System Works,Killaware,,0,,0,,,2009-04-23
Hakuouki: Zuisouroku Twin Pack,PS2,Adventure,Idea Factory,Idea Factory,,0,,0,,,2009-08-27
Prince of Persia: The Sands of Time,PC,Adventure,Ubisoft,Ubisoft Montreal,9,0,,,0,0,2003-11-30
Murasaki no Honoo,PS2,Adventure,Idea Factory,Idea Factory,,0,,0,,,2008-11-27
Breath: Toiki wa Akaneiro,DS,Adventure,Success,Success,,0,,0,,,2008-06-26
Saikin Koishiteru?,DS,Adventure,D3 Publisher,Microvision,,0,,0,,,2009-07-30
Sakai Burai Kaiji: Death or Survival,DS,Adventure,Compile Heart,Compile Heart,,0,,0,,,2008-09-25
LEGO Island 2: The Brickster's Revenge,GBA,Adventure,LEGO Media,Silicon Dreams,,0,0,,0,0,2001-10-02
Call of Cthulhu: Dark Corners of the Earth,PC,Adventure,2K Games,Headfirst Productions,,0,,,0,0,2006-04-26
The Mystery of the Crystal Portal,PC,Adventure,Avanquest,G5 Software,,0,,,0,0,2010-05-28
Tago Akira no Atama no Taisou Dai-4-Shuu: Time Machine no Nazotoki Daibouken,DS,Adventure,Level 5,Level 5,,0,,0,,,2009-10-08
Frankenstein: The Dismembered Bride,PC,Adventure,Mastertronic,Mastertronic,,0,,,0,0,2009-11-06
Sinking Island,PC,Adventure,Encore,White Birds Productions,,0,,,0,0,2008-08-21
Prisoner of War,PC,Adventure,Codemasters,Wide Games,,0,,,0,0,2002-09-30
Still Life,PC,Adventure,The Adventure Company,Microids,6.4,0,,,0,0,2005-05-04
Dreamfall: The Longest Journey,PC,Adventure,Aspyr,Funcom,7.4,0,,,0,0,2006-04-17
Dracula: Origin,PC,Adventure,The Adventure Company,Frogwares,,0,,,0,0,2008-06-02
Hayarigami 2 Portable: Keishichou Kaii Jiiken File,PSP,Adventure,Nippon Ichi Software,Nippon Ichi Software,,0,,0,,,2008-08-07
Hayarigami 2 DS: Toshidensetsu Kaii Jiken,DS,Adventure,Nippon Ichi Software,Nippon Ichi Software,,0,,0,,,2009-07-09
Your Memories Off: Girl's Style,PSP,Adventure,5pb,5pb. Games,,0,,0,,,2009-02-26
Toudou Ryuunosuke Tantei Nikki: Aen no Koufune,DS,Adventure,fonfun,fonfun,,0,,0,,,2009-03-26
Toudou Ryuunosuke Tantei Nikki: Kohakuiro no Yuigon,DS,Adventure,fonfun,fonfun,,0,,0,,,2008-12-18
Memories Off #6 Double Pack,X360,Adventure,5pb,5pb. Games,,0,,0,,,2009-08-27
Agatha Christie: Evil Under the Sun,PC,Adventure,The Adventure Company,AWE Games,,0,,,0,0,2007-10-16
Sam & Max: Season Two,PC,Adventure,Telltale Games,Telltale Games,,0,,,0,0,2009-04-11
Sam Power: Footballer,DS,Sports,Ubisoft,Tectoy Digital,,0,,,0,0,2009-03-13
Blood Bowl 2,PS4,Sports,Focus Home Interactive,Cyanide Studio,,0,,,0,0,2015-05-29
Football Manager 2006,X360,Sports,Sega,Sports Interactive,8.5,0,,,0,0,2006-04-13
Major Dream: Major Wii Perfect Closer,Wii,Sports,Takara Tomy,Takara Tomy,,0,,0,,,2008-12-11
Winning Post World 2010,X360,Sports,KOEI,Koei,,0,,0,,,2010-04-02
Championship Manager 4,PC,Sports,Eidos Interactive,Sports Interactive,,0,,,0,0,2003-03-29
Championship Manager: Season 00/01,PC,Sports,Eidos Interactive,Sports Interactive,,0,,,0,0,2000-01-02
Sports Champions 2,PS3,Sports,Sony Computer Entertainment,SCEA San Diego Studio / Zindagi Games,,0,,,0,0,2012-10-30
Nostradamus: The Last Prophecy,PC,Adventure,MC2 Entertainment,Kheops Studio,,0,,,0,0,2007-09-30
Marine Life Rescue,Wii,Adventure,Conspiracy Entertainment,Conspiracy Entertainment,,0,0,,,0,2011-12-01
Prince of Persia: The Two Thrones,PC,Adventure,Ubisoft,Ubisoft Montreal,,0,,,0,0,2005-12-01
WSC Real 09: World Championship Snooker,Wii,Sports,Blade Interactive,Blade Interactive,,0,,,0,0,2009-08-28
Championship Manager 5,PC,Sports,Eidos Interactive,Beautiful Game Studios,,0,,,0,0,2005-03-18
Virtua Tennis 2009,PC,Sports,Sega,Sumo Digital,,0,,,0,0,2009-06-09
ProStroke Golf: World Tour 2007,PS2,Sports,Oxygen Interactive,Gusto Games,,0,0,,0,0,2006-09-01
Tour de France 2014,X360,Sports,Focus Home Interactive,Cyanide Studio,,0,,,0,0,2014-06-20
Myst V: End of Ages,PC,Adventure,Ubisoft,Cyan Worlds,,0,,,0,0,2005-09-19
Will O' Wisp DS,DS,Adventure,Idea Factory,Idea Factory,,0,,0,,,2009-03-26
Ayaka Shibito Portable,PSP,Adventure,Dimple Entertainment,HuneX,,0,,0,,,2009-03-19
Dark Fall: Lights Out - The Director's Cut Edition,PC,Adventure,Iceberg Interactive,XXV Productions,,0,,,0,0,2009-12-11
Samantha Swift and the Secret Scroll,Wii,Adventure,Mumbo Jumbo,MumboJumbo,,0,0,,,0,2010-06-08
Hyakko: Yorozuya Jikenbo!,PS2,Adventure,5pb,Genterprise,,0,,0,,,2009-04-09
Prison Break: The Conspiracy,PC,Adventure,Deep Silver,ZootFly,2.5,0,,,0,0,2010-03-30
Juujimoto Ripputai Sypher Portable,PSP,Adventure,Abel,Abel Software,,0,,0,,,2009-08-27
Postman Pat,DS,Adventure,Blast! Entertainment Ltd,The Code Monkeys,,0,,,0,0,2008-03-14
The Hobbit,PC,Adventure,Sierra Entertainment,Midway Studios - Austin,,0,,,0,0,2003-11-10
Nearwood,PC,Adventure,Viva Media,MagicIndie,,0,,,0,0,2014-04-16
Myst: Masterpiece Edition,PC,Adventure,Red Orb,Cyan Worlds,,0,,,0,0,1999-01-01
Mystery Case Files: Prime Suspects,PC,Adventure,Big Fish Games,Big Fish Games,,0,,,0,0,2006-05-02
Silent Hill 3,PC,Adventure,Konami,Team Silent,,0,,,0,0,2003-12-02
CSI: Miami,PC,Adventure,Ubisoft,369 Interactive,,0,,,0,0,2004-11-16
Shaun the Sheep: Off His Head,DS,Adventure,D3 Publisher,Aardman Animations,,0,,,0,0,2009-10-23
NBA Live 08,PC,Sports,EA Sports,EA Canada,,0,,,0,0,2007-10-30
Winning Post World,Wii,Sports,KOEI,Koei,,0,,0,,,2009-04-02
WSC REAL 08: World Snooker Championship,Wii,Sports,Koch Media,Blade Interactive,,0,,,0,0,2008-11-14
John Daly's ProStroke Golf,PC,Sports,O-Games,Gusto Games,,0,0,,0,0,2010-10-05
Championship Manager 2006,PC,Sports,Eidos Interactive,Beautiful Game Studios,,0,,,0,0,2006-03-31
World Snooker Championship 2005,PC,Sports,Sega,Blade Interactive,,0,,,0,0,2005-04-15
FIFA Manager 09,PC,Sports,Electronic Arts,Bright Future GmbH,,0,,,0,0,2008-10-31
FIFA Manager 08,PC,Sports,EA Sports,Bright Future GmbH,,0,,,0,0,2007-11-02
Imagine: Champion Rider,Wii,Sports,Ubisoft,Phoenix Interactive,,0,,,0,0,2008-11-07
Blood Bowl,DS,Sports,Unknown,Cyanide Studio,,0,,,0,0,
High Heat Major League Baseball 2003,GBA,Sports,3DO,Mobius Entertainment,6,0,0,,0,0,2002-03-05
Imagine: Champion Rider,PC,Sports,Ubisoft,Phoenix Interactive,,0,,,0,0,2008-01-01
Agassi Tennis Generation 2002,GBA,Sports,DreamCatcher Interactive,Aqua Pacific,,0,0,,0,0,2003-09-30
Championship Manager 2007,PC,Sports,Eidos Interactive,Beautiful Game Studios,,0,,,0,0,2006-10-13
International Cricket Captain III,PSP,Sports,Empire Interactive,Atomic Planet Entertainment,,0,,,0,0,2007-11-16
World Snooker Championship: Season 2007-08,DS,Sports,Blade Interactive,Blade Interactive,,0,,,0,0,2007-10-26
Handball 16,PSV,Sports,Bigben Interactive,EKO Software,,0,,,0,0,2015-11-27
Tiger Woods PGA Tour 2004,PC,Sports,EA Sports,Headgate Studios,,0,0,,0,0,2003-09-22
Blood Bowl 2,XOne,Sports,Focus Home Interactive,Cyanide Studio,,0,,,0,0,2015-05-29
Jonny Moseley Mad Trix,GBA,Sports,3DO,"GFX Construction, Inc.",,0,0,,0,0,2002-02-15
X-Bladez: In-Line Skater,GBA,Sports,Crave Entertainment,Crave,,0,0,,0,0,2002-04-05
BattleSport,PS,Sports,Acclaim Entertainment,Unexpected Development,,0,0,,0,0,1997-06-30
World Snooker Challenge 2007,PSP,Sports,Sega,Blade Interactive,,0,,,0,0,2007-01-12
Hustle Kings VR,PS4,Sports,Sony Interactive Entertainment,EPOS Game Studios,,0,,,0,0,2016-10-10
Handball 16,XOne,Sports,Bigben Interactive,EKO Software,,0,,,0,0,2015-11-27
Winning Post 7 Maximum 2008,Wii,Sports,KOEI,Koei,,0,,0,,,2008-03-13
Championship Bowling,XB,Sports,Evolved Games,Black Market Games,,0,0,,0,0,2006-03-01
Ashes Cricket 2009,PC,Sports,Codemasters,Transmission Games,,0,,,0,0,2009-08-07
Madden NFL 09 All-Play (weekly US sales),Wii,Sports,Electronic Arts,EA Tiburon,8,0,0,,,0,2008-08-12
Freddie Flintoff's Powerplay Cricket,DS,Sports,Tradewest,Playerone Sport,,0,,,0,0,2010-08-13
G1 Jockey Wii 2008,Wii,Sports,KOEI,Koei/Inis,,0,,,0,0,2008-09-26
100 Kiri Golf DS,DS,Sports,GungHo,GungHo Works,,0,,0,,,2008-10-23
